scenario,year,t,restrict_share,fragment_share,open_share,tau,mu,access,q_star_gwh,q_real_gwh,eta,gap_gwh
open_steps,2024.36,1.36,0.16328027841226997,0.12350793019811644,0.83671972158773,0.12,0.08,0.1,1004.5489943252701,878.7005779772275,0.8747214749514813,125.84841634804263
open_steps,2024.37,1.37,0.16313266969129697,0.12305398067765523,0.8368673303087031,0.12,0.08,0.1,1006.709771242769,880.7258748560744,0.8748557926172016,125.9838963866946
open_steps,2024.38,1.3800000000000001,0.16298481125585842,0.12260150713740484,0.8370151887441416,0.12,0.08,0.1,1008.8751959742755,882.7555816813333,0.8749898750646279,126.11961429294217
open_steps,2024.39,1.3900000000000001,0.1628367053343107,0.12215050682374322,0.8371632946656893,0.12,0.08,0.1,1011.0452785172008,884.7897074590745,0.8751237222102528,126.25557105812629
open_steps,2024.4,1.4000000000000001,0.16268835414916713,0.12170097697448701,0.8373116458508328,0.12,0.08,0.1,1013.2200288904602,886.8282612155161,0.8752573339737953,126.39176767494405
open_steps,2024.41,1.41,0.16253975991707487,0.12125291481899955,0.8374602400829252,0.12,0.08,0.1,1015.3994571345195,888.8712519970741,0.8753907102781885,126.52820513744541
open_steps,2024.42,1.42,0.162390924848792,0.12080631757829857,0.837609075151208,0.12,0.08,0.1,1017.5835733114421,890.9186888704157,0.8755238510495695,126.6648844410264
open_steps,2024.43,1.43,0.1622418511491651,0.12036118246516347,0.8377581488508349,0.12,0.08,0.1,1019.7723875049342,892.9705809225115,0.87565675621727,126.80180658242261
open_steps,2024.44,1.44,0.162092541017107,0.11991750668424234,0.837907458982893,0.12,0.08,0.1,1021.9659098203923,895.0269372606872,0.8757894257138046,126.93897255970512
open_steps,2024.45,1.45,0.1619429966455751,0.11947528743215849,0.8380570033544249,0.12,0.08,0.1,1024.1641503849492,897.0877670126754,0.8759218594748606,127.07638337227377
open_steps,2024.46,1.46,0.16179322022154974,0.11903452189761676,0.8382067797784503,0.12,0.08,0.1,1026.3671193475213,899.1530793266696,0.8760540574392877,127.21404002085171
open_steps,2024.47,1.47,0.16164321392601314,0.11859520726150942,0.8383567860739869,0.12,0.08,0.1,1028.5748268788552,901.2228833713751,0.8761860195490867,127.35194350748009
open_steps,2024.48,1.48,0.16149297993392855,0.11815734069702166,0.8385070200660715,0.12,0.08,0.1,1030.7872831715752,903.2971883360627,0.8763177457493996,127.49009483551242
open_steps,2024.49,1.49,0.16134252041421976,0.11772091936973679,0.8386574795857802,0.12,0.08,0.1,1033.0044984402284,905.3760034306196,0.8764492359884978,127.62849500960886
open_steps,2024.5,1.5,0.16119183752975094,0.11728594043774103,0.838808162470249,0.12,0.08,0.1,1035.2264829213352,907.4593378856039,0.8765804902177718,127.76714503573135
open_steps,2024.51,1.51,0.16104093343730683,0.11685240105172794,0.8389590665626931,0.12,0.08,0.1,1037.4532468734335,909.5472009522958,0.8767115083917205,127.90604592113766
open_steps,2024.52,1.52,0.1608898102875732,0.1164202983551025,0.8391101897124268,0.12,0.08,0.1,1039.6848005771271,911.6396019027513,0.8768422904679397,128.0451986743758
open_steps,2024.53,1.53,0.16073847022511775,0.11598962948408478,0.8392615297748822,0.12,0.08,0.1,1041.9211543351341,913.7365500298541,0.8769728364071113,128.18460430528
open_steps,2024.54,1.54,0.16058691538837117,0.11556039156781331,0.8394130846116288,0.12,0.08,0.1,1044.162318472333,915.8380546473692,0.8771031461729922,128.32426382496385
open_steps,2024.55,1.55,0.16043514790960864,0.11513258172844794,0.8395648520903913,0.12,0.08,0.1,1046.4083033358118,917.9441250899953,0.8772332197324031,128.46417824581647
open_steps,2024.56,1.56,0.16028316991493166,0.11470619708127244,0.8397168300850684,0.12,0.08,0.1,1048.6591192949136,920.0547707134176,0.8773630570552177,128.60434858149597
open_steps,2024.57,1.57,0.16013098352425015,0.11428123473479673,0.8398690164757499,0.12,0.08,0.1,1050.9147767412874,922.1700008943615,0.8774926581143505,128.7447758469259
open_steps,2024.58,1.58,0.1599785908512648,0.1138576917908586,0.8400214091487352,0.12,0.08,0.1,1053.1752860889337,924.2898250306456,0.8776220228857473,128.88546105828812
open_steps,2024.59,1.59,0.15982599400344996,0.11343556534472517,0.84017400599655,0.12,0.08,0.1,1055.440657774254,926.4142525412337,0.8777511513483712,129.02640523302034
open_steps,2024.6,1.6,0.15967319508203653,0.11301485248519391,0.8403268049179635,0.12,0.08,0.1,1057.7109022560976,928.5432928662891,0.8778800434841941,129.1676093898085
open_steps,2024.61,1.61,0.15952019618199553,0.1125955502946933,0.8404798038180045,0.12,0.08,0.1,1059.9860300158111,930.6769554672276,0.8780086992781831,129.30907454858357
open_steps,2024.62,1.62,0.15936699939202167,0.11217765584938307,0.8406330006079783,0.12,0.08,0.1,1062.266051557287,932.8152498267705,0.8781371187182899,129.45080173051656
open_steps,2024.63,1.6300000000000001,0.15921360679451738,0.11176116621925401,0.8407863932054827,0.12,0.08,0.1,1064.5509774070106,934.9581854489986,0.8782653017954398,129.59279195801196
